reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-12-13,wk inc flu hosp,-1,2025-12-06,04,quantile,0.75,51
2025-12-13,wk inc flu hosp,-1,2025-12-06,04,quantile,0.8,52
2025-12-13,wk inc flu hosp,-1,2025-12-06,04,quantile,0.85,53
2025-12-13,wk inc flu hosp,-1,2025-12-06,04,quantile,0.9,55
2025-12-13,wk inc flu hosp,-1,2025-12-06,04,quantile,0.95,57
2025-12-13,wk inc flu hosp,-1,2025-12-06,04,quantile,0.975,60
2025-12-13,wk inc flu hosp,-1,2025-12-06,04,quantile,0.99,63
2025-12-13,wk inc flu hosp,-1,2025-12-06,05,quantile,0.01,47
2025-12-13,wk inc flu hosp,-1,2025-12-06,05,quantile,0.025,49
2025-12-13,wk inc flu hosp,-1,2025-12-06,05,quantile,0.05,53
2025-12-13,wk inc flu hosp,-1,2025-12-06,05,quantile,0.1,53
2025-12-13,wk inc flu hosp,-1,2025-12-06,05,quantile,0.15,58
2025-12-13,wk inc flu hosp,-1,2025-12-06,05,quantile,0.2,59
2025-12-13,wk inc flu hosp,-1,2025-12-06,05,quantile,0.25,60
2025-12-13,wk inc flu hosp,-1,2025-12-06,05,quantile,0.3,61
2025-12-13,wk inc flu hosp,-1,2025-12-06,05,quantile,0.35,62
2025-12-13,wk inc flu hosp,-1,2025-12-06,05,quantile,0.4,63
2025-12-13,wk inc flu hosp,-1,2025-12-06,05,quantile,0.45,64
2025-12-13,wk inc flu hosp,-1,2025-12-06,05,quantile,0.5,65
2025-12-13,wk inc flu hosp,-1,2025-12-06,05,quantile,0.55,66
2025-12-13,wk inc flu hosp,-1,2025-12-06,05,quantile,0.6,67
2025-12-13,wk inc flu hosp,-1,2025-12-06,05,quantile,0.65,67
2025-12-13,wk inc flu hosp,-1,2025-12-06,05,quantile,0.7,68
2025-12-13,wk inc flu hosp,-1,2025-12-06,05,quantile,0.75,69
2025-12-13,wk inc flu hosp,-1,2025-12-06,05,quantile,0.8,70
2025-12-13,wk inc flu hosp,-1,2025-12-06,05,quantile,0.85,72
2025-12-13,wk inc flu hosp,-1,2025-12-06,05,quantile,0.9,74
2025-12-13,wk inc flu hosp,-1,2025-12-06,05,quantile,0.95,76
2025-12-13,wk inc flu hosp,-1,2025-12-06,05,quantile,0.975,79
2025-12-13,wk inc flu hosp,-1,2025-12-06,05,quantile,0.99,82
2025-12-13,wk inc flu hosp,-1,2025-12-06,06,quantile,0.01,187
2025-12-13,wk inc flu hosp,-1,2025-12-06,06,quantile,0.025,193
2025-12-13,wk inc flu hosp,-1,2025-12-06,06,quantile,0.05,199
2025-12-13,wk inc flu hosp,-1,2025-12-06,06,quantile,0.1,206
2025-12-13,wk inc flu hosp,-1,2025-12-06,06,quantile,0.15,210
2025-12-13,wk inc flu hosp,-1,2025-12-06,06,quantile,0.2,214
2025-12-13,wk inc flu hosp,-1,2025-12-06,06,quantile,0.25,216
2025-12-13,wk inc flu hosp,-1,2025-12-06,06,quantile,0.3,219
2025-12-13,wk inc flu hosp,-1,2025-12-06,06,quantile,0.35,222
2025-12-13,wk inc flu hosp,-1,2025-12-06,06,quantile,0.4,224
2025-12-13,wk inc flu hosp,-1,2025-12-06,06,quantile,0.45,226
2025-12-13,wk inc flu hosp,-1,2025-12-06,06,quantile,0.5,229
2025-12-13,wk inc flu hosp,-1,2025-12-06,06,quantile,0.55,232
2025-12-13,wk inc flu hosp,-1,2025-12-06,06,quantile,0.6,235
2025-12-13,wk inc flu hosp,-1,2025-12-06,06,quantile,0.65,239
2025-12-13,wk inc flu hosp,-1,2025-12-06,06,quantile,0.7,242
2025-12-13,wk inc flu hosp,-1,2025-12-06,06,quantile,0.75,245
2025-12-13,wk inc flu hosp,-1,2025-12-06,06,quantile,0.8,248
2025-12-13,wk inc flu hosp,-1,2025-12-06,06,quantile,0.85,252
2025-12-13,wk inc flu hosp,-1,2025-12-06,06,quantile,0.9,258
2025-12-13,wk inc flu hosp,-1,2025-12-06,06,quantile,0.95,267
2025-12-13,wk inc flu hosp,-1,2025-12-06,06,quantile,0.975,274
2025-12-13,wk inc flu hosp,-1,2025-12-06,06,quantile,0.99,283
2025-12-13,wk inc flu hosp,-1,2025-12-06,08,quantile,0.01,177
2025-12-13,wk inc flu hosp,-1,2025-12-06,08,quantile,0.025,180
2025-12-13,wk inc flu hosp,-1,2025-12-06,08,quantile,0.05,185
2025-12-13,wk inc flu hosp,-1,2025-12-06,08,quantile,0.1,193
2025-12-13,wk inc flu hosp,-1,2025-12-06,08,quantile,0.15,197
2025-12-13,wk inc flu hosp,-1,2025-12-06,08,quantile,0.2,200
2025-12-13,wk inc flu hosp,-1,2025-12-06,08,quantile,0.25,204
2025-12-13,wk inc flu hosp,-1,2025-12-06,08,quantile,0.3,208
2025-12-13,wk inc flu hosp,-1,2025-12-06,08,quantile,0.35,210
2025-12-13,wk inc flu hosp,-1,2025-12-06,08,quantile,0.4,212
2025-12-13,wk inc flu hosp,-1,2025-12-06,08,quantile,0.45,215
2025-12-13,wk inc flu hosp,-1,2025-12-06,08,quantile,0.5,217
2025-12-13,wk inc flu hosp,-1,2025-12-06,08,quantile,0.55,221
2025-12-13,wk inc flu hosp,-1,2025-12-06,08,quantile,0.6,224
2025-12-13,wk inc flu hosp,-1,2025-12-06,08,quantile,0.65,227
2025-12-13,wk inc flu hosp,-1,2025-12-06,08,quantile,0.7,229
2025-12-13,wk inc flu hosp,-1,2025-12-06,08,quantile,0.75,232
2025-12-13,wk inc flu hosp,-1,2025-12-06,08,quantile,0.8,236
2025-12-13,wk inc flu hosp,-1,2025-12-06,08,quantile,0.85,239
2025-12-13,wk inc flu hosp,-1,2025-12-06,08,quantile,0.9,245
2025-12-13,wk inc flu hosp,-1,2025-12-06,08,quantile,0.95,252
2025-12-13,wk inc flu hosp,-1,2025-12-06,08,quantile,0.975,258
2025-12-13,wk inc flu hosp,-1,2025-12-06,08,quantile,0.99,268
2025-12-13,wk inc flu hosp,-1,2025-12-06,09,quantile,0.01,41
2025-12-13,wk inc flu hosp,-1,2025-12-06,09,quantile,0.025,41
2025-12-13,wk inc flu hosp,-1,2025-12-06,09,quantile,0.05,41
2025-12-13,wk inc flu hosp,-1,2025-12-06,09,quantile,0.1,41
2025-12-13,wk inc flu hosp,-1,2025-12-06,09,quantile,0.15,41
2025-12-13,wk inc flu hosp,-1,2025-12-06,09,quantile,0.2,41
2025-12-13,wk inc flu hosp,-1,2025-12-06,09,quantile,0.25,41
2025-12-13,wk inc flu hosp,-1,2025-12-06,09,quantile,0.3,41
2025-12-13,wk inc flu hosp,-1,2025-12-06,09,quantile,0.35,41
2025-12-13,wk inc flu hosp,-1,2025-12-06,09,quantile,0.4,42
2025-12-13,wk inc flu hosp,-1,2025-12-06,09,quantile,0.45,42
2025-12-13,wk inc flu hosp,-1,2025-12-06,09,quantile,0.5,42
2025-12-13,wk inc flu hosp,-1,2025-12-06,09,quantile,0.55,42
2025-12-13,wk inc flu hosp,-1,2025-12-06,09,quantile,0.6,42
2025-12-13,wk inc flu hosp,-1,2025-12-06,09,quantile,0.65,45
2025-12-13,wk inc flu hosp,-1,2025-12-06,09,quantile,0.7,45
2025-12-13,wk inc flu hosp,-1,2025-12-06,09,quantile,0.75,46
2025-12-13,wk inc flu hosp,-1,2025-12-06,09,quantile,0.8,47
2025-12-13,wk inc flu hosp,-1,2025-12-06,09,quantile,0.85,48
2025-12-13,wk inc flu hosp,-1,2025-12-06,09,quantile,0.9,50
2025-12-13,wk inc flu hosp,-1,2025-12-06,09,quantile,0.95,51
2025-12-13,wk inc flu hosp,-1,2025-12-06,09,quantile,0.975,53
2025-12-13,wk inc flu hosp,-1,2025-12-06,09,quantile,0.99,57
2025-12-13,wk inc flu hosp,-1,2025-12-06,10,quantile,0.01,3
2025-12-13,wk inc flu hosp,-1,2025-12-06,10,quantile,0.025,3
2025-12-13,wk inc flu hosp,-1,2025-12-06,10,quantile,0.05,4
2025-12-13,wk inc flu hosp,-1,2025-12-06,10,quantile,0.1,4
2025-12-13,wk inc flu hosp,-1,2025-12-06,10,quantile,0.15,5
2025-12-13,wk inc flu hosp,-1,2025-12-06,10,quantile,0.2,5
2025-12-13,wk inc flu hosp,-1,2025-12-06,10,quantile,0.25,6
2025-12-13,wk inc flu hosp,-1,2025-12-06,10,quantile,0.3,6
2025-12-13,wk inc flu hosp,-1,2025-12-06,10,quantile,0.35,6
2025-12-13,wk inc flu hosp,-1,2025-12-06,10,quantile,0.4,6
2025-12-13,wk inc flu hosp,-1,2025-12-06,10,quantile,0.45,7
2025-12-13,wk inc flu hosp,-1,2025-12-06,10,quantile,0.5,7
2025-12-13,wk inc flu hosp,-1,2025-12-06,10,quantile,0.55,7
2025-12-13,wk inc flu hosp,-1,2025-12-06,10,quantile,0.6,8
2025-12-13,wk inc flu hosp,-1,2025-12-06,10,quantile,0.65,8
2025-12-13,wk inc flu hosp,-1,2025-12-06,10,quantile,0.7,8
2025-12-13,wk inc flu hosp,-1,2025-12-06,10,quantile,0.75,9
2025-12-13,wk inc flu hosp,-1,2025-12-06,10,quantile,0.8,9
2025-12-13,wk inc flu hosp,-1,2025-12-06,10,quantile,0.85,10
2025-12-13,wk inc flu hosp,-1,2025-12-06,10,quantile,0.9,10
2025-12-13,wk inc flu hosp,-1,2025-12-06,10,quantile,0.95,12
2025-12-13,wk inc flu hosp,-1,2025-12-06,10,quantile,0.975,13
2025-12-13,wk inc flu hosp,-1,2025-12-06,10,quantile,0.99,14
2025-12-13,wk inc flu hosp,-1,2025-12-06,11,quantile,0.01,12
2025-12-13,wk inc flu hosp,-1,2025-12-06,11,quantile,0.025,13
2025-12-13,wk inc flu hosp,-1,2025-12-06,11,quantile,0.05,14
2025-12-13,wk inc flu hosp,-1,2025-12-06,11,quantile,0.1,15
2025-12-13,wk inc flu hosp,-1,2025-12-06,11,quantile,0.15,16
2025-12-13,wk inc flu hosp,-1,2025-12-06,11,quantile,0.2,17
2025-12-13,wk inc flu hosp,-1,2025-12-06,11,quantile,0.25,18
2025-12-13,wk inc flu hosp,-1,2025-12-06,11,quantile,0.3,18
2025-12-13,wk inc flu hosp,-1,2025-12-06,11,quantile,0.35,19
2025-12-13,wk inc flu hosp,-1,2025-12-06,11,quantile,0.4,19
2025-12-13,wk inc flu hosp,-1,2025-12-06,11,quantile,0.45,20
2025-12-13,wk inc flu hosp,-1,2025-12-06,11,quantile,0.5,20
2025-12-13,wk inc flu hosp,-1,2025-12-06,11,quantile,0.55,21
2025-12-13,wk inc flu hosp,-1,2025-12-06,11,quantile,0.6,21
2025-12-13,wk inc flu hosp,-1,2025-12-06,11,quantile,0.65,22
2025-12-13,wk inc flu hosp,-1,2025-12-06,11,quantile,0.7,22
2025-12-13,wk inc flu hosp,-1,2025-12-06,11,quantile,0.75,23
2025-12-13,wk inc flu hosp,-1,2025-12-06,11,quantile,0.8,24
2025-12-13,wk inc flu hosp,-1,2025-12-06,11,quantile,0.85,25
2025-12-13,wk inc flu hosp,-1,2025-12-06,11,quantile,0.9,26
2025-12-13,wk inc flu hosp,-1,2025-12-06,11,quantile,0.95,27
2025-12-13,wk inc flu hosp,-1,2025-12-06,11,quantile,0.975,29
2025-12-13,wk inc flu hosp,-1,2025-12-06,11,quantile,0.99,31
2025-12-13,wk inc flu hosp,-1,2025-12-06,12,quantile,0.01,669
2025-12-13,wk inc flu hosp,-1,2025-12-06,12,quantile,0.025,685
2025-12-13,wk inc flu hosp,-1,2025-12-06,12,quantile,0.05,703
2025-12-13,wk inc flu hosp,-1,2025-12-06,12,quantile,0.1,714
2025-12-13,wk inc flu hosp,-1,2025-12-06,12,quantile,0.15,725
2025-12-13,wk inc flu hosp,-1,2025-12-06,12,quantile,0.2,733
2025-12-13,wk inc flu hosp,-1,2025-12-06,12,quantile,0.25,743
2025-12-13,wk inc flu hosp,-1,2025-12-06,12,quantile,0.3,754
2025-12-13,wk inc flu hosp,-1,2025-12-06,12,quantile,0.35,764
2025-12-13,wk inc flu hosp,-1,2025-12-06,12,quantile,0.4,767
2025-12-13,wk inc flu hosp,-1,2025-12-06,12,quantile,0.45,773
2025-12-13,wk inc flu hosp,-1,2025-12-06,12,quantile,0.5,779
2025-12-13,wk inc flu hosp,-1,2025-12-06,12,quantile,0.55,785
2025-12-13,wk inc flu hosp,-1,2025-12-06,12,quantile,0.6,796
2025-12-13,wk inc flu hosp,-1,2025-12-06,12,quantile,0.65,803
2025-12-13,wk inc flu hosp,-1,2025-12-06,12,quantile,0.7,808
2025-12-13,wk inc flu hosp,-1,2025-12-06,12,quantile,0.75,816
2025-12-13,wk inc flu hosp,-1,2025-12-06,12,quantile,0.8,824
2025-12-13,wk inc flu hosp,-1,2025-12-06,12,quantile,0.85,838
2025-12-13,wk inc flu hosp,-1,2025-12-06,12,quantile,0.9,857
2025-12-13,wk inc flu hosp,-1,2025-12-06,12,quantile,0.95,881
2025-12-13,wk inc flu hosp,-1,2025-12-06,12,quantile,0.975,900
2025-12-13,wk inc flu hosp,-1,2025-12-06,12,quantile,0.99,923
2025-12-13,wk inc flu hosp,-1,2025-12-06,13,quantile,0.01,122
2025-12-13,wk inc flu hosp,-1,2025-12-06,13,quantile,0.025,122
2025-12-13,wk inc flu hosp,-1,2025-12-06,13,quantile,0.05,124
2025-12-13,wk inc flu hosp,-1,2025-12-06,13,quantile,0.1,130
2025-12-13,wk inc flu hosp,-1,2025-12-06,13,quantile,0.15,135
2025-12-13,wk inc flu hosp,-1,2025-12-06,13,quantile,0.2,139
2025-12-13,wk inc flu hosp,-1,2025-12-06,13,quantile,0.25,141
2025-12-13,wk inc flu hosp,-1,2025-12-06,13,quantile,0.3,143
2025-12-13,wk inc flu hosp,-1,2025-12-06,13,quantile,0.35,144
2025-12-13,wk inc flu hosp,-1,2025-12-06,13,quantile,0.4,146
2025-12-13,wk inc flu hosp,-1,2025-12-06,13,quantile,0.45,149
2025-12-13,wk inc flu hosp,-1,2025-12-06,13,quantile,0.5,152
2025-12-13,wk inc flu hosp,-1,2025-12-06,13,quantile,0.55,154
2025-12-13,wk inc flu hosp,-1,2025-12-06,13,quantile,0.6,156
2025-12-13,wk inc flu hosp,-1,2025-12-06,13,quantile,0.65,157
2025-12-13,wk inc flu hosp,-1,2025-12-06,13,quantile,0.7,159
2025-12-13,wk inc flu hosp,-1,2025-12-06,13,quantile,0.75,162
2025-12-13,wk inc flu hosp,-1,2025-12-06,13,quantile,0.8,164
2025-12-13,wk inc flu hosp,-1,2025-12-06,13,quantile,0.85,166
2025-12-13,wk inc flu hosp,-1,2025-12-06,13,quantile,0.9,170
2025-12-13,wk inc flu hosp,-1,2025-12-06,13,quantile,0.95,177
2025-12-13,wk inc flu hosp,-1,2025-12-06,13,quantile,0.975,184
2025-12-13,wk inc flu hosp,-1,2025-12-06,13,quantile,0.99,193
2025-12-13,wk inc flu hosp,-1,2025-12-06,15,quantile,0.01,29
2025-12-13,wk inc flu hosp,-1,2025-12-06,15,quantile,0.025,30
2025-12-13,wk inc flu hosp,-1,2025-12-06,15,quantile,0.05,32
2025-12-13,wk inc flu hosp,-1,2025-12-06,15,quantile,0.1,34
2025-12-13,wk inc flu hosp,-1,2025-12-06,15,quantile,0.15,35
2025-12-13,wk inc flu hosp,-1,2025-12-06,15,quantile,0.2,36
2025-12-13,wk inc flu hosp,-1,2025-12-06,15,quantile,0.25,38
2025-12-13,wk inc flu hosp,-1,2025-12-06,15,quantile,0.3,38
2025-12-13,wk inc flu hosp,-1,2025-12-06,15,quantile,0.35,39
2025-12-13,wk inc flu hosp,-1,2025-12-06,15,quantile,0.4,40
2025-12-13,wk inc flu hosp,-1,2025-12-06,15,quantile,0.45,41
2025-12-13,wk inc flu hosp,-1,2025-12-06,15,quantile,0.5,42
2025-12-13,wk inc flu hosp,-1,2025-12-06,15,quantile,0.55,42
2025-12-13,wk inc flu hosp,-1,2025-12-06,15,quantile,0.6,43
2025-12-13,wk inc flu hosp,-1,2025-12-06,15,quantile,0.65,44
2025-12-13,wk inc flu hosp,-1,2025-12-06,15,quantile,0.7,45
2025-12-13,wk inc flu hosp,-1,2025-12-06,15,quantile,0.75,46
2025-12-13,wk inc flu hosp,-1,2025-12-06,15,quantile,0.8,47
2025-12-13,wk inc flu hosp,-1,2025-12-06,15,quantile,0.85,49
2025-12-13,wk inc flu hosp,-1,2025-12-06,15,quantile,0.9,51
2025-12-13,wk inc flu hosp,-1,2025-12-06,15,quantile,0.95,53
2025-12-13,wk inc flu hosp,-1,2025-12-06,15,quantile,0.975,55
2025-12-13,wk inc flu hosp,-1,2025-12-06,15,quantile,0.99,57
2025-12-13,wk inc flu hosp,-1,2025-12-06,16,quantile,0.01,24
2025-12-13,wk inc flu hosp,-1,2025-12-06,16,quantile,0.025,26
2025-12-13,wk inc flu hosp,-1,2025-12-06,16,quantile,0.05,28
2025-12-13,wk inc flu hosp,-1,2025-12-06,16,quantile,0.1,30
2025-12-13,wk inc flu hosp,-1,2025-12-06,16,quantile,0.15,31
2025-12-13,wk inc flu hosp,-1,2025-12-06,16,quantile,0.2,32
2025-12-13,wk inc flu hosp,-1,2025-12-06,16,quantile,0.25,32
2025-12-13,wk inc flu hosp,-1,2025-12-06,16,quantile,0.3,34
2025-12-13,wk inc flu hosp,-1,2025-12-06,16,quantile,0.35,34
2025-12-13,wk inc flu hosp,-1,2025-12-06,16,quantile,0.4,35
2025-12-13,wk inc flu hosp,-1,2025-12-06,16,quantile,0.45,36
2025-12-13,wk inc flu hosp,-1,2025-12-06,16,quantile,0.5,36
2025-12-13,wk inc flu hosp,-1,2025-12-06,16,quantile,0.55,37
2025-12-13,wk inc flu hosp,-1,2025-12-06,16,quantile,0.6,38
2025-12-13,wk inc flu hosp,-1,2025-12-06,16,quantile,0.65,39
2025-12-13,wk inc flu hosp,-1,2025-12-06,16,quantile,0.7,39
2025-12-13,wk inc flu hosp,-1,2025-12-06,16,quantile,0.75,40
2025-12-13,wk inc flu hosp,-1,2025-12-06,16,quantile,0.8,41
2025-12-13,wk inc flu hosp,-1,2025-12-06,16,quantile,0.85,43
2025-12-13,wk inc flu hosp,-1,2025-12-06,16,quantile,0.9,45
2025-12-13,wk inc flu hosp,-1,2025-12-06,16,quantile,0.95,47
2025-12-13,wk inc flu hosp,-1,2025-12-06,16,quantile,0.975,49
2025-12-13,wk inc flu hosp,-1,2025-12-06,16,quantile,0.99,52
2025-12-13,wk inc flu hosp,-1,2025-12-06,17,quantile,0.01,127
2025-12-13,wk inc flu hosp,-1,2025-12-06,17,quantile,0.025,135
2025-12-13,wk inc flu hosp,-1,2025-12-06,17,quantile,0.05,140
2025-12-13,wk inc flu hosp,-1,2025-12-06,17,quantile,0.1,147
2025-12-13,wk inc flu hosp,-1,2025-12-06,17,quantile,0.15,150
2025-12-13,wk inc flu hosp,-1,2025-12-06,17,quantile,0.2,152
2025-12-13,wk inc flu hosp,-1,2025-12-06,17,quantile,0.25,155
2025-12-13,wk inc flu hosp,-1,2025-12-06,17,quantile,0.3,158
2025-12-13,wk inc flu hosp,-1,2025-12-06,17,quantile,0.35,161
2025-12-13,wk inc flu hosp,-1,2025-12-06,17,quantile,0.4,163
2025-12-13,wk inc flu hosp,-1,2025-12-06,17,quantile,0.45,165
2025-12-13,wk inc flu hosp,-1,2025-12-06,17,quantile,0.5,167
2025-12-13,wk inc flu hosp,-1,2025-12-06,17,quantile,0.55,169
2025-12-13,wk inc flu hosp,-1,2025-12-06,17,quantile,0.6,171
2025-12-13,wk inc flu hosp,-1,2025-12-06,17,quantile,0.65,172
2025-12-13,wk inc flu hosp,-1,2025-12-06,17,quantile,0.7,174
2025-12-13,wk inc flu hosp,-1,2025-12-06,17,quantile,0.75,176
2025-12-13,wk inc flu hosp,-1,2025-12-06,17,quantile,0.8,179
2025-12-13,wk inc flu hosp,-1,2025-12-06,17,quantile,0.85,181
2025-12-13,wk inc flu hosp,-1,2025-12-06,17,quantile,0.9,186
2025-12-13,wk inc flu hosp,-1,2025-12-06,17,quantile,0.95,192
2025-12-13,wk inc flu hosp,-1,2025-12-06,17,quantile,0.975,198
2025-12-13,wk inc flu hosp,-1,2025-12-06,17,quantile,0.99,206
2025-12-13,wk inc flu hosp,-1,2025-12-06,18,quantile,0.01,78
2025-12-13,wk inc flu hosp,-1,2025-12-06,18,quantile,0.025,82
2025-12-13,wk inc flu hosp,-1,2025-12-06,18,quantile,0.05,84
2025-12-13,wk inc flu hosp,-1,2025-12-06,18,quantile,0.1,88
2025-12-13,wk inc flu hosp,-1,2025-12-06,18,quantile,0.15,90
2025-12-13,wk inc flu hosp,-1,2025-12-06,18,quantile,0.2,92
2025-12-13,wk inc flu hosp,-1,2025-12-06,18,quantile,0.25,93
2025-12-13,wk inc flu hosp,-1,2025-12-06,18,quantile,0.3,96
2025-12-13,wk inc flu hosp,-1,2025-12-06,18,quantile,0.35,98
2025-12-13,wk inc flu hosp,-1,2025-12-06,18,quantile,0.4,100
2025-12-13,wk inc flu hosp,-1,2025-12-06,18,quantile,0.45,101
2025-12-13,wk inc flu hosp,-1,2025-12-06,18,quantile,0.5,102
2025-12-13,wk inc flu hosp,-1,2025-12-06,18,quantile,0.55,104
2025-12-13,wk inc flu hosp,-1,2025-12-06,18,quantile,0.6,105
2025-12-13,wk inc flu hosp,-1,2025-12-06,18,quantile,0.65,106
2025-12-13,wk inc flu hosp,-1,2025-12-06,18,quantile,0.7,108
2025-12-13,wk inc flu hosp,-1,2025-12-06,18,quantile,0.75,110
2025-12-13,wk inc flu hosp,-1,2025-12-06,18,quantile,0.8,112
2025-12-13,wk inc flu hosp,-1,2025-12-06,18,quantile,0.85,114
2025-12-13,wk inc flu hosp,-1,2025-12-06,18,quantile,0.9,117
2025-12-13,wk inc flu hosp,-1,2025-12-06,18,quantile,0.95,121
2025-12-13,wk inc flu hosp,-1,2025-12-06,18,quantile,0.975,126
2025-12-13,wk inc flu hosp,-1,2025-12-06,18,quantile,0.99,130
2025-12-13,wk inc flu hosp,-1,2025-12-06,19,quantile,0.01,11
2025-12-13,wk inc flu hosp,-1,2025-12-06,19,quantile,0.025,12
2025-12-13,wk inc flu hosp,-1,2025-12-06,19,quantile,0.05,13
2025-12-13,wk inc flu hosp,-1,2025-12-06,19,quantile,0.1,14
2025-12-13,wk inc flu hosp,-1,2025-12-06,19,quantile,0.15,15
2025-12-13,wk inc flu hosp,-1,2025-12-06,19,quantile,0.2,15
2025-12-13,wk inc flu hosp,-1,2025-12-06,19,quantile,0.25,16
2025-12-13,wk inc flu hosp,-1,2025-12-06,19,quantile,0.3,16
2025-12-13,wk inc flu hosp,-1,2025-12-06,19,quantile,0.35,17
2025-12-13,wk inc flu hosp,-1,2025-12-06,19,quantile,0.4,17
2025-12-13,wk inc flu hosp,-1,2025-12-06,19,quantile,0.45,18
2025-12-13,wk inc flu hosp,-1,2025-12-06,19,quantile,0.5,18
